reviewContent,sentiment,corpus
"pesanan saya belum saya terima, padahal saya sudah pesan dan proses pembayaran dari tgl 21 juli 2017 kapan pesanan saya sampai?",negatif,pesan terima pesan proses bayar tanggal 21 juli 2017 pesan
"kecewa lahh, seperti ufd palsu, padahal spesifikasi yang dilampirkan di web original. contoh cover pack warna hijau, sedangkan yang dikirim warna merah. file hasil copy nya selalu corrupt. katanya ""best seller"", tapi kualitas mengeccewakan. baru kali ini beli di lazada mengecewakan. SAYA MINTA DITUKAR BARANGNYA DENGAN YANG SESUAI DI SPESIFIKASI",negatif,kecewa ufd palsu spesifikasi lampir web original contoh cover pack warna hijau kirim warna merah file hasil copy nya corrupt best seller kualitas mengeccewakan kali beli lazada kecewa tukar barang sesuai spesifikasi
Thexs lazada barang sy trma lebih awal pengiriman cepat paking rapi oke trmks lazada,negatif,thexs lazada barang trma kirim cepat paking rapi oke trmks lazada
"Comment hanya terbaik di cantumkan,comment saya mana menyatakan barang tidak sesuai,free antivirus nya mana??!!",negatif,komen cantumkancomment nyata barang sesuaifree antivirus nya
"Pengiriman barang sesuai dengan yang dijanjikan. Barang tidak dikemas dalam bubble wrap, bahan plastik terlihat murahan. Antivirus (Tech-Titan bukan Kaspersky) yg dijanjikan hanya dlm bentuk link utk didownload softwarenya dan diberikan link utk aktivasi dan kode aktifasi yg didapat tidak dpat digunakan. Sudah menghubi call cupport (respon cepat) dan disuruh backup data yg diperlukan (yg penting) lalu format dan mengulangi lagi prosedur instalasi anti virus n aktifasi kode'ny (sungguh sangat riiibbeettt, jika pembeli tidak ada laptop, netbook, PC akn sangat sangat kerepotan...dan HDD baru knp harus diformat y?). Walaupun pelayanan memuaskan tapi sayangnya saya sebagai pembeli tidak PUAS krn harus diREPOTKAN. Pesan tambahan: beli barang baru serasa barang bekas.",negatif,kirim barang sesuai janji barang kemas bubble wrap bahan plastik lihat murah antivirus techtitan kaspersky janji bentuk link unduh softwarenya link aktivasi kode aktifasi menghubi call cupport respon cepat suruh backup data format ulang prosedur instalasi anti virus aktifasi kodeny sungguh ribbeet beli laptop netbook pc kerepotandan hdd format iya layan muas sayang beli puas repot pesan beli barang serasa barang bekas
Barang saya masih belum sampai. Saya order tgl 6 juni. Tgl penerimaan 14-17 juni. Sampai saat ini masih belum saya terima barangnya. Nomer resi yg saya terima di email MPDS-3821441892-1641. Setelah saya cek tidak bisa. Mohon infonya. Thx,negatif,barang order tanggal 6 juni tanggal terima 1417 juni terima barang nomer resi terima email mpds38214418921641 cek mohon info terima kasih
Saat tranfer file kecepatan semakin menurun. Saya sebenarnya mau refund tapi keburu box nya kebuang.,negatif,tranfer file cepat turun refund keburu box nya buang
"sudah mengikuti langkaah2 yang dikirimkan tapi ternytaa pas install startuse.exe nya untuk input activationnyacode nyaa trnyata invalid,",negatif,langkaah2 kirim ternytaa pas install startuseexe nya input activationnyacode nya nyata invalid
Pembatalan pengiriman sepihak dari kenkez,negatif,batal kirim kenkez
Ternyata tetep ngga lebih murah pas flash sale.. sama aja harganya,negatif,nyata murah pas flash sale harga
"Barang Cepat Sampai, Pesan Kemarin Hari Berikutnya Sampai, So Far Untuk Pengiriman Oke. Barang Sudah Di Coba : 1. Anti Virus Sudah Saya Rendemm Aktivasi, Tapi Pas Saya Install Program Anti Virus nya Begitu Saya MAsukan Kode Aktivasi YAng Di Peroleh Di Web Nya, INCORECT Terus. ANEH. 2. Entah Kenapa Ini Harddisk Copy Data Kapasitas 300Mb Aja Bisa 10 Menitan, LAMA BANGET.",negatif,barang cepat pesan kemarin sok far kirim oke barang coba 1 anti virus rendemm aktivasi pas install program anti virus nya masuk kode aktivasi web nya incorect aneh 2 harddisk copy data kapasitas 300mb 10 menit banget
"Pesan tgal 29/05/2017 pakai jasa pengiriman gojek, berharap hari itu jg sampai, tapi sampai tgal 31/05/2017, sia-sia bayar ongkir. pdahal saya lagi butuh cepat.   terus antivirus failed terus, ga bisa di pake, tapi HardDisk oke, barang oke tingkatkan lagi untuk pengirimannya.",negatif,pesan tgal 29052017 pakai jasa kirim gojek harap tgal 31052017 siasia bayar ongkos kirim butuh cepat antivirus failed pakai harddisk oke barang oke tingkat kirim
"Saat pengiriman seperti biasanya dibungkus kardus, saat dibuka semuanya ada kecuali usb antivirus kappersky, gatau udah ga promo/ngga. Cukup menyesal :')",negatif,kirim bungkus kardus buka usb antivirus kappersky tau promongga sesal
produk yang dikirim tidak sesuai warna...bonus anti virus tidak berjalan,negatif,produk kirim sesuai warnabonus anti virus jalan
"Saya telah menggunakan wd passport ini setelah beberapa hari dan telah beberapa kali putus koneksi saat digunakan saat bekerja, beberapa file penting hilang entah kemana, alhamdulillah saya ada backup file-file tersebut. Tidak dirokemendasi, sebaiknya menggunakan hard disk external dari Seagate, saya mendengar rekomendasi bagus dari kawan-kawan saya di departermen IT kantor.",negatif,wd passport kali putus koneksi kerja file hilang alhamdulillah backup filefile dirokemendasi hard disk external seagate dengar rekomendasi bagus kawankawan departermen it kantor
Ini kedua kalinya saya pesan WH HD external dan DIBATALKAN oleh lazada SECARA SEPIHAK dan TANPA pemberitahuan !!!!!! Tanpa email / sms .... KENAPA TOH?,negatif,kali pesan wh high definition external batal lazada pemberitahuan email sms
Tidak bisa digunakan dan support dari produser tidak tuntas,negatif,support produser tuntas
Garansi brp lama boss,negatif,garansi bos
ini penutup depan nya bisa dibuka nggak? (this front cover can be opened?),negatif,tutup nya buka this front cover can be opened
"Saya pesan hitam dan jelas2 di lapak hitam,tp yg dateng kuning. Payah bener sellernya.",negatif,pesan hitam lapak hitamtp kuning payah jual
"order yg 32gb yg di 8gb, kecawa kapok mau blanja di toko ini lagi, orang gak amanah",negatif,order 32gb 8gb kecawa kapok blanja toko orang amanah
"kecewa sama flashdisknya kapasitasnya berkurang 2,8 GB udah gitu gak konek ke otg ... gimana ini ?? saya minta kembali aja uang nya buat apa mahal""tapi gk konek ke otg",negatif,kecewa flashdisknya kapasitas 28 gb konek otg uang nya mahaltapi konek otg
Mantap & awet,negatif,mantap awet
sandisk nya gak ke baca di komputr..,negatif,sandisk nya baca komputr
"Bagus, mau pesen lg tp harganya mahal klo sekarang",negatif,bagus pesan harga mahal
barang nya sampai sekarang gk nyampe d tangan saya (hilang),negatif,barang nya tangan hilang
"Barang bgus,memori 29gb terbacanya bukan 32gb,semoga awet aminn",negatif,barang bgusmemori 29gb baca 32gbsemoga awet amin
Ga sesuai capacity nya,negatif,sesuai capacity nya
"Saya cukup kecewa, pesanan saya belum sampai juga, dan belum dpt kabar dr kurirnya",negatif,kecewa pesan kabar kurir
"Serius jangan pernah pada pesen ke seller ini, barang sampe gak sesuai harapan pake banget dan gak sesuai yang di iklan pake banget | Kartu garansi gak ada, pulpennya merk lain (kenko), hologram segel gak ada, pas dibuka parahnya udah ada isi file nya, back up an (kayanya ini yang dikirim dari seller ini barang - barang bekas). Oke gan, sekali lagi disarankan banget jangan pesen di seller ini, cukup sekian. Untuk kali ini seller di lazada sangat mengecewakan",negatif,serius pesan seller barang sesuai harap pakai banget sesuai iklan pakai banget kartu garansi pulpen merek kenko hologram segel pas buka parah isi file nya back up an kirim seller barang barang bekas oke juragan saran banget pesan seller sekian kali seller lazada kecewa
"BARANG BARU SAMPE, BEGITU DI TEST, ERROR DISK I/O! MENDING CARI YANG LAIN DEH!",negatif,barang tes error disk io mending cari deh
"Barang sudah diterima tapi, Pouch dan pen TIDAK ADA. Gimana sih ini??",negatif,barang terima pouch sih
"Barang sudah sesuai ,, cuman free pen sama ponch nya g ada ..",negatif,barang sesuai free ponch nya
Barang gk sesuai deskripsi..barang bekas kacau,negatif,barang sesuai deskripsibarang bekas kacau
Hdd uda ada isinya. Ternyata BEKAS. Harganya semahal beli baru. KOCAK. NGESELIN,negatif,hdd isi nyata bekas harga mahal beli kocak kesal
"Ini barang bekas yang dijual dengan beberapa indikasi: 1. File udah ada isinya, isinya bukan Software Autobackup dan Pasword WD, tapi file file pemerintahan, kebetulan yang saya dapatkan file pemerintah daerah Bangka 2. Sudah ada backup hp berupa foto - foto dalam jumlah 5GB 3. Pen yang diberikan sebuah pulpen kenko, kampret yang jualan Gak ada kartu garansinya Barang udah dibalikin, tolong segera dikembalikan barang yang sesuai atau semoga dalam waktu dekat akan mengalami kebangkrutan se bangkrut bangkrutnya",negatif,barang bekas jual indikasi 1 file isi isi software autobackup pasword wd file file perintah file perintah daerah bangka 2 backup handphone upa foto foto 5gb 3 buah pulpen kenko kampret jual kartu garansi barang barang sesuai moga alami bangkrut bangkrut bangkrut
Orang kirim pake gojek dan sudah di charge malah kirim pake jne. Layanan lambat pesen jumat di undur ke senin buat pengiriman nya gak tahan nya pake JNE. Penjual nya kurang AQUA...,negatif,orang kirim pakai gojek charge kirim pakai jne layan lambat pesan jumat undur senin kirim nya tahan nya pakai jne jual nya aqua
Ko psanan di batalin coeg,negatif,psanan batalin cuk
di keterangan free pouch dan pen...tapi setelah sampai...only product...tau begini cari yg lain.haddeuuuh...,negatif,terang free pouch pentapi sampaionly producttau cari lainhaddeuh
cara klaim garansi gimana ya? saya baru beli 2 bulan sekarang tidak terbaca di komputer,negatif,klaim garansi beli 2 baca komputer
Cover nya bagus tapi tidak sesuai dengan keguanaanya tidak bisa untuk backup file. TIDAK ADA KARTU GARANSI tidak kompetibel untuk copy software,negatif,cover nya bagus sesuai keguanaanya backup file kartu garansi kompetibel copy software
"Harga turun, akan tetapi pembayara tetap, pelanggan akan merasa sedikit kecewa.",negatif,harga turun pembayara langgan kecewa
"Seharusnya apabila weekend dan hari libur national tidak bisa pengiriman same day delivery, by system tidak akan muncul pilihan same day delivery! Ini sangat mengecewakan. Saya tidak mempermasalahkan 10rb tambahan biaya kirim, tetapi ekspektasi dan realita yang diharapkan tidak sama. Mohon system tersebut ditinjau ulang. Dan semoga tidak merugikan pembeli yang memang membutuhkan barang tersebut segera. Semoga ini ditinjau dan tidak ada customer lain yang seperti saya.",negatif,pekan libur nasional kirim day delivery by sistem muncul pilih day delivery kecewa puluh ribu biaya kirim ekspektasi realita harap mohon sistem tinjau ulang moga rugi beli butuh barang moga tinjau customer
"Saya pesan tgl 11, disitu tertera barang akan diterima dihari yg sama jika pakai biaya same day, semua udh saya bayar, dan saya tunggu sampai jam 12 malam tidak datang juga, pdhl itu barang mau saya pakai untuk acara yg penting, malah sampai hari ini pun belum sampai jg, ngapain bayar same day kalo barang sampai nya lebih dr 1 hari",negatif,pesan tanggal 11 situ tera barang terima pakai biaya day bayar tunggu jam 12 malam barang pakai acara bayar day barang nya 1
Pengiriman Lambat,negatif,kirim lambat
"banyak partisi yg hilang,tidak sesuai promo 2T",negatif,partisi hilangtidak sesuai promo 2t
Pesan tgl 8 des 2017. Pengiriman dgn Gosend. Barang sampai dgn hari ini belum saya terima (blm sampai) dan anehnya distatus pengirimannya barang sdh diterima. Anehnya lagi pada status tsb jam order sampai dgn jam barang terkirim ngawurrr... sdh mencoba menghubungi seller tp sama sekali tdk ada response. Mencoba menghubungi lazada juga jawabannya standart tanpa ada solusi yg jelas. Bener2 kecewa dan merasa tertipu!!!!!!!,negatif,pesan tanggal 8 desember 2017 kirim gosend barang terima aneh status kirim barang terima aneh status jam order jam barang kirim ngawur coba hubung seller response coba hubung lazada standart solusi kecewa tipu
"Nyampe nya sangat telat .tidak memuaskan, yg anter ga ada kepintaran untuk men setting . Telatnya sampe seminggu padahal saya bayar lebih untuk ongkir",negatif,nya telat muas anter pintar men setting telat minggu bayar ongkos kirim
"Pengiriman tepat waktu,,tetapi untuk packing kurang memuaskan,,sehingga barang yang diterima cacat",negatif,kirim waktutetapi packing memuaskansehingga barang terima cacat
"Saya pesan barang ini di tanggal 14 Des 16, ketika sampai warnanya salah sehingga saya retur untuk minta ganti dengan warna yang tepat, menurut sistem lazada barang pengganti sudah di kirim tanggal 24 Des 16, tetapi saya tunggu sampai 8 Jan 17 belum datang. Ketika saya konfirmasi ke Lazada ternyata barang telah terkirim ke alamat lain. Bagaimana bisa Lazada begitu teledor begini terlebih 2 kali saya mengalami hal serupa dalam jangka waktu kurang dari 1 bulan. Saya akan ganti rating apabila barang pengganti yang tepat telah sampai.",negatif,pesan barang tanggal 14 desember 16 warna salah retur ganti warna sistem lazada barang ganti kirim tanggal 24 desember 16 tunggu 8 17 konfirmasi lazada nyata barang kirim alamat lazada teledor 2 kali alami rupa jangka 1 ganti rating barang ganti
padahal sudah tertulis biru harddisk tapi yg dikirim malah yg hitam...haduh...padahal sudah di tunggu2..,negatif,tulis biru harddisk kirim hitamhaduhpadahal tunggu tunggu
Bagaimana carany kalau mau melakukan cicilan,negatif,carany laku cicil
Warnanya ada yg lain gak,negatif,warna
dibanding dgn harganya...kualitasnya jauh sekali...dengan harga 150 rb dan kualitas yang kurang memadai harga tersebut kemahalan....,negatif,banding harganyakualitasnya sekalidengan harga 150 ribu kualitas harga mahal
kualitas jelek..,negatif,kualitas jelek
"Flashdisk abal"" , file yg di simpan tidak trbaca dan tiba"" hilang",negatif,flashdisk abal file simpan trbaca hilang
"Barang + bonus diterima cepat dan baik, tapi setelah beberapa lama dipakai barang bermasalah.",negatif,barang bonus terima cepat pakai barang
FD error gak bisa dipake :(,negatif,fd error pakai
:v coeg kw nya,negatif,v cuk kw nya
"Jenis barang tersebut,ternyata harga bekasnya terbilang lebih mahal dari harga pasaran. Dan untuk charger tidak stabil, agak longar. Tlng TIM LAZADA diperhatikan utk jenis barang second.",negatif,jenis barang tersebutternyata harga bekas bilang mahal harga pasar charger stabil longar tim lazada perhati jenis barang second
"harddisk cepat panas.,.",negatif,harddisk cepat panas
Barang masih ada gan?,negatif,barang juragan
produk ini bagus di awal tapi pemakaian 2 minggu sudah mengalami masalah.  1. file yg dicopy sering korup 2. banyak file yg masuk dan sekitar 80%tidak terbaca 3. tidak bs digunakan untuk copy langsung ukuran besar (pasti ngadat) 4. skrg tidak bs digunakan karena semua yg dimasukkan tidak dapat dibuka 5. beberapa file hilang sendiri. semoga tidak ada yg terkena masalah seperti ini lagi.,negatif,produk bagus pakai 2 minggu alami 1 file dicopy korup 2 file masuk 80tidak baca 3 copy langsung ukur ngadat 4 masuk buka 5 file hilang moga kena
"USB sudah diterima.. ketika mau pindahin data, tidak semua file bisa di save (ada keterangan WRITE PROTECTED). Sy ingin memindahkan kembali data yg sudah masuk ke USB tp tidak bisa. kemudian sy ingin save file yang sudah di edit tp muncul keterangan WRITE PROTECTED.. ITU KENAPA YAH? SAYA INGIN MENGEMBALIKAN..",negatif,usb terima pindahin data file save terang write protected pindah data masuk usb save file edit muncul terang write protected
Produk hanya bisa di isi hingga 4 GB. tidak tahu apakah saya salah memformat atau memang kapasitasnya yang seperti itu,negatif,produk isi 4 gb salah format kapasitas
"Selamat pagi,  Dengan hormat, saya agak sedikit kecewa dengan lazada  pengiriman tidak sesuai barang yang di pesan dan nama pembeli tidak sesuai nama asli. Untuk itu saya harap kedepan lebih teliti lagi dalam mempacing barang agar konsumen tidak kecewa terima kasih. Hormat saya, Surma Muhdiana",negatif,selamat pagi hormat kecewa lazada kirim sesuai barang pesan nama beli sesuai nama asli harap teliti mempacing barang konsumen kecewa terima kasih hormat surma muhdiana
video yang disimpan di flashdisk jadi rusak,negatif,video simpan flashdisk rusak
barang yang dikirim tidak sesuai dengan pesanan dan ketika digunakan data yang dicopy malah hilang,negatif,barang kirim sesuai pesan data dicopy hilang
Bisa buat dvd gaj,negatif,dvd gaj
DI lazada sudah tertulis diterima namun saya belum mendapat barangnya,negatif,lazada tulis terima barang
"msh segel brgnya . ada stiker hologram .. tapi syg pas di pake buat nyimpan data gak bisa . kesimpulan , mgkn ini brg reject .. kapok sy beli merk toshiba , made in philippines . mending beli merk lain dah ....",negatif,segel brgnya stiker hologram sayang pas pakai simpan data simpul barang reject kapok beli merek toshiba made in philippines mending beli merek
barang nya belum saya terima bang,negatif,barang nya terima bang
Sudah bayar transfer 3 minggu ga dteng2 barangnya tapi di pemberitahuannya sudah diterima tapi barangnya belum dateng2.. wahh parah nih,negatif,bayar transfer 3 minggu dteng2 barang pemberitahuannya terima barang dateng2 parah nih
parah isi 64gb yg bisa dipake cuman 10gb doang.... lbh dr itu filenya pd ilang.... kapok w beli flashdisk toshiba made in philipines......,negatif,parah isi 64gb pakai 10gb doang filenya hilang kapok gue beli flashdisk toshiba made in philipines
Beli 2 gak bisa dpke,negatif,beli 2 pakai
Mana gak bisa dipake ini. Palsu nih,negatif,pakai palsu nih
"sy sih sederhana saja,..sdh berkali2 beli produk yg di tawarkan di lazada.tp sampai saat ini...ga pernah kecewa.",negatif,sih sederhana sajasdh kali kali beli produk tawar lazadatp iniga kecewa
"ini gmn ya gan.? kapasitasnya kemakan 1.5 GB jadinya bukan 16GB atau 15.9GB tapi 14,5GB. kecewa banget.",negatif,juragan kapasitas makan 15 gb enam belas giga byte 159gb 145gb kecewa banget
kata 16 gb yang ada 14 gb hadeh ini kenapa,negatif,16 gb 14 gb aduh
ga bisa dipake sama sekali !! USB rusakkkkkkkkk !! saya minta diganti sm yg berfungsi !!,negatif,pakai usb rusak ganti fungsi
Barang yang datang bukan baracuda 3.5 7200rpm tapi pipeline HD.2,negatif,barang baracuda 35 7200rpm pipeline hd2
"Kecewa,,smua fto yg aq msukin gk bsa d bca pdhl fto pnting tntg prawed,muncul dsaat buka stlh di open with file tdk di dukung..hlng smua fto2q gara2 UsB ni smuqa komputer kena virus dan mrmbet ke USB yg lain,palsu",negatif,kecewasmua foto msukin baca foto prawedmuncul dsaat buka open file dukunghlng fto2q gara gara usb nih smuqa komputer kena virus mrmbet usb lainpalsu
"Flashdisknya bisa digukan cukup baik. Tapi otgnya ngga bisa, sudah digunakan beberapa hp juga tetep ngga bisa connect.",negatif,flashdisknya digukan otgnya handphone connect
"Saya pesen USB flashdisk Toshiba 8GB untuk hadiah orang, ternyata setelah di cek kapasitas-nya cuma 128MB. Harga memang murah, tapi hati-hati waktu terima barang. Kecewa berat. beli 3 pcs, 1 gak ke detect, 2 gak bener. :-(",negatif,pesan usb flashdisk toshiba 8gb hadiah orang nyata cek kapasitas 128mb harga murah hatihati terima barang kecewa berat beli 3 pcs 1 detect 2
"Barang datang 2 hari akan tetapi tidak dapat di gunakan, saya sudah coba berkali2 ke hardisk yg lain ttp tidak bisa di gunakan. Saya sangat kecewa!!!!",negatif,barang 2 coba kali kali hardisk kecewa
"Saran saya jangan membeli barang di toko ini, pas stok habis toko akan melakukan dengan mengirimkan barang lain seenak jidat.",negatif,saran beli barang toko pas stok habis toko laku kirim barang enak jidat
"Udah pesen nunggu seminggu, pesanan dibatalkan gara2 barang gak ada.... Ribet uangnya Wes... Harus tunggu2..",negatif,pesan tunggu minggu pesan batal gara gara barang ribet uang tunggu tunggu
Tolong dong kalau d kirim barangnya yang bagus soalnya kitakan beli,negatif,kirim barang bagus beli
"harga lumayan murah,, tp hasil jg mengecewakan, sinyal, gambar, warna ga bagus.",negatif,harga lumayan murah hasil kecewa sinyal gambar warna bagus
Saya mau nanya bisa gak untuk ps2.,negatif,ps2
"barang tidak sesuai dengan di deskripsi, dan yg ada di gambar.",negatif,barang sesuai deskripsi gambar
Hardisk tidak bisa dipakai.panduannya tidak ada bagaimana pakainya kok enteng banget barangnya.,negatif,hardisk dipakaipanduannya pakai enteng banget barang
"Case yg dibeli bukan utk external Hardisk 2,5 tapi utk 3,5 data kurang jelas, supaya buyer lainnya tdk salah beli",negatif,case beli external hardisk 25 35 data buyer salah beli
rada2 gmna gtu beli smua emg harganya segitu tuh gak bner2 free,negatif,rada rada beli harga free
"Port lama mendeteksi hardisk, lelet gan. Sangat mengecewakan. Tidak sesuai keterangan produk.",negatif,port deteksi hardisk lelet juragan kecewa sesuai terang produk
"awal beli cuma 52rb sekarang jadi 81rb, padahal mau beli lagi akhirnya gak jadi beli",negatif,beli 52rb 81rb beli beli
Hati2 jg sampai ke tipu Ama harga murah,negatif,hati hati tipu harga murah
Gmn cara cicilan nya ?,negatif,cicil nya
Barangnya ready g? Trus isinya benar2 2 TB g?,negatif,barang ready isi 2 tb
CD ROM for Driver nya TIDAK ADA,negatif,cd rom for driver nya
"Barang sudah sampai, tapi tidak bisa membaca .. Selalu ada tulisan ""the disk is write protected""",negatif,barang baca tulis the disk is write protected
"baru pake 10 menitan tiba2 hdd nya gk kebaca, dan harus colok ulang deh",negatif,pakai 10 menit hdd nya baca colok ulang deh
Ini penyimpananx 2 tb kan? Msi ready nggak??,negatif,penyimpananx 2 tb ready
bautnya kurang...,negatif,baut
Lama datangnya...di batalkn engga bisa...hadeeeh..,negatif,datangnyadi batalkn bisahadeh
"cracked in delivery in corner. after 2 weeks and only 3 dvd's played not working just shows ""no disc"" ..no guarantee",negatif,cracked in delivery in corner after 2 weeks and only 3 dvds played not working just shows no disc no guarantee
"Aq sdh nunggu lama, barang ga dateng jg, kerjaan ku jadi kehambat gara2 seller ini",negatif,tunggu barang kerja ku hambat gara gara seller
"tidak sesuai deskripsi, seharusnya dapet kabel data malah dapet kabel otg.",negatif,sesuai deskripsi kabel data kabel otg
barang nya bagus sesuai dengan yang saya mau,negatif,barang nya bagus sesuai
Barangnya bohong cuman muat 100mb,negatif,barang bohong muat 100mb
Barangnya bohong cuman muat 100 mb,negatif,barang bohong muat 100 mb
Power bank tidak dapat digunakan..,negatif,power bank
Mohon untuk menjaga kualitas produk agar konsumen nyaman dan aman serta mendoakan yang baik agar lebih berkah dan lancar amin,negatif,mohon jaga kualitas produk konsumen nyaman aman doa berkah lancar amin
"Barang kw di jual rugi saya beli ,,kalau mau jual barang jangan jual harga tolong jaga kwalitas kapok saya beli",negatif,barang kw jual rugi beli jual barang jual harga jaga kualitas kapok beli
gak bisa error boy,negatif,error boy
"Beli 2, dua duanya ga kebaca...! Barang kaya gitu kok dijual...! Kasian konsumen...! Kapok...!",negatif,beli 2 baca barang kayak jual kasihan konsumen kapok
Saya pesen yg 16gb tapi yang saya terima 4gb mohon tanggung jawabnya saya kecewa banget pesanan dr 16gb jd 4gb jauh banget bedanya....,negatif,pesan enam belas giga byte terima 4gb mohon tanggung kecewa banget pesan enam belas giga byte 4gb banget beda
Pesan 16 GB yg datang 32 GB dan kapasitasnya real 1 GB.. Tidak rekomendasi... Harap Lazada menindak lanjuti,negatif,pesan 16 gb 32 gb kapasitas real 1 gb rekomendasi harap lazada tindak
Apa krn harga tidak pernah boong...suka banget file di simpan fd ini tidak terbaca dan minta di format melulu.... :(,negatif,harga boongsuka banget file simpan fd baca format melulu
mengecewakan tuk video ga bisa...,negatif,kecewa video
gk bisa dipake,negatif,pakai
Baru beli uda rusak. Filenya langsung jadi karakter aneh. Untung filenya ngak di cut,negatif,beli rusak filenya langsung karakter aneh untung filenya cut
nyesel..tidak bisa dipakai.,negatif,nyeseltidak pakai
"Tanya jwb oke. Wkt order dibatalkan, gmna sih.. ga profesional",negatif,oke order batal sih profesional
"Gimana nih barang udah sebulan lebih gak datang2....status di lazada pun belum di proses di kirim....please follow up, lazada team...",negatif,nih barang datang2status lazada proses kirimplease follow up lazada tim
bisa Di Ganti Mi Sama Flash yang Lain cuman flash Distnya Saja Min,negatif,ganti mi flash flash distnya min
fisik dalam tidak memakai Hdd toshiba tapi memakai Hdd Hitachi  size cocok 2T..  sedikit kecewa.. soal fisiknya yng g pakai Hdd Toshiba dan Harganya sekarang itu loh kok malah diturunkan,negatif,fisik pakai hdd toshiba pakai hdd hitachi size cocok 2t kecewa fisik pakai hdd toshiba harga turun
"pesanan saya  kemarin sudah saya terima, tetapi ternyata tidak bisa dipakai di windows xp. tidak sesuai spec.",negatif,pesan kemarin terima nyata pakai windows xp sesuai spec
"Pelayanannya bagus sih, cuman produknya yang gak bagus..",negatif,layan bagus sih produk bagus
"kualitas bagus ,pengiriman nya juga cukup baik",negatif,kualitas bagus kirim nya
Untuk harga laptop yg ini bener harga nya segini gak?,negatif,harga laptop harga nya gin
"mohon maaf,, knapa fd ini kok mau copy file 1,5gb di fd langsung corrupt... pdhl file saya copy enggk corupt tuh . dan kalau mau eject gk ada tulisan merk ""toshiba"" atau ""transcend"" ini kok ""Flash Disk""... kecewa saya pdhl fd nya 16 gb tpi copy file 1 gb lebih tdk bsa...",negatif,mohon maaf fd copy file 15gb fd langsung corrupt file copy enggk corupt eject tulis merek toshiba transcend flash disk kecewa fd nya 16 gb copy file 1 gb
"flashdisk nya KW, nyimpan satu film saja gak bisa, masukin data klau kebanyakn file gak kebaca ""eror""",negatif,flashdisk nya kw simpan film masuk data file baca eror
barang palsu. kapasitas hanya 512mb,negatif,barang palsu kapasitas 512mb
"Usb ga guna setiap, di masukin data malah ilang semua asuuu",negatif,usb masuk data hilang anjing
"produk yang saya terima rusak, dida dapat digunakan untuk menyimpan data.",negatif,produk terima rusak dida simpan data
Barang yang datang rusak,negatif,barang rusak
mantap joy...,negatif,mantap joy
Tolong Pesanan Saya Di Batalkan Okeee,negatif,pesan batal oke
kecewa gk bisa di pakai buang buang duit,negatif,kecewa pakai buang buang duit
Terkirim artinya sudah terkirim ? Atau sudah di terima ? Saya tak ada di rumah....Jadi yg menerima siapa ya?,negatif,kirim arti kirim terima rumahjadi terima
tidak berfungsi alias mati total sudah dibuang ga kepakai,negatif,fungsi alias mati total buang pakai
kapasitas flasdisk yang anda kirim tidak sesuai dan juga tidak bisa digunakan,negatif,kapasitas flasdisk kirim sesuai
wrn ungu?,negatif,warna ungu
Jangan dibeli,negatif,beli
terimakasih pesanan cepat sampai,negatif,terima kasih pesan cepat
"Barangnya nggak nyampe di saya, saya bayar via transfer bank, tapi yaudalah karena cuma 7 ribu rupiah gimana minta refund nya :')",negatif,barang bayar via transfer bank yaudalah 7 ribu rupiah refund nya
Pesan Tgl 15 baru dikirim tgl 20 padahal lagi butuh banget Kemudian pas sampe kaget banget beli 2 laptop di jadiin 1 wrap bubble alhasil kardus penyok2 parahh. Beli laptop 17 jutaan 2 biji berasa beli barang murahan. Untungnya laptop gak kenapa2 dan bekerja dengan baik,negatif,pesan tanggal 15 kirim tanggal 20 butuh banget pas kaget banget beli 2 laptop 1 wrap bubble alhasil kardus penyok2 parah beli laptop 17 juta 2 biji asa beli barang murah untung laptop kenapa2 kerja
hardisknya rusak baru di pake 3 bulan,negatif,hardisknya rusak pakai 3
barangnya sudah saya terima,negatif,barang terima
kesimpulan kecewa,negatif,simpul kecewa
Lazada atau penjuannya yg koplak! Barang belum diterima dibilang sudah diterima!,negatif,lazada juan kocak barang terima bilang terima
Mgkn krn produk negeri luar ya...sy nrimanya agak lama...,negatif,produk negeri yasy nrima
ntbk ungu ad?,negatif,ntbk ungu
"kemasannya rapi, persis asli.  pas dipakai lsg minta format.. dan sukses. bs copy file. tp semua file yg msk k flashdisk jd error... Not recommended.. Sorry.",negatif,kemas rapi persis asli pas pakai langsung format sukses copy file file masuk k flashdisk error not recommended maaf
Ini Barang PALSU!!!,negatif,barang palsu
Baru nyimpen dikit dah rusak datanya..,negatif,simpan rusak data
"Flashdisk tidak bisa di gunakan semuanya rusak. Penipu, bangsat. Jangan kalian beli lagi diperjuangkan ini. KECEWA. BELI 4 SEMUANYA RUSAK.",negatif,flashdisk rusak tipu bangsat beli juang kecewa beli 4 rusak
Kenapa barang saya belum datang ya? Katanya terakhit tanggal 5 Desember,negatif,barang terakhit tanggal 5 desember
Ori gak gan .,negatif,orisinal juragan
